plot_id,latitude,longitude,district,ndvi_mean,ndwi_mean,blue,green,red,nir,image_count,data_source
PB_020,30.451769986999313,76.40970524217849,Patiala,0.724507122951685,0.23617356988288155,0.09295377076201385,0.13046059712816052,0.05765846625276664,0.33829315215254097,10,Synthetic_Fallback
PB_021,31.495829818674736,75.7794015136908,Kapurthala,0.724507122951685,0.23617356988288155,0.09295377076201385,0.13046059712816052,0.05765846625276664,0.33829315215254097,10,Synthetic_Fallback
PB_022,30.552637198570235,76.48050586796947,Mohali,0.724507122951685,0.23617356988288155,0.09295377076201385,0.13046059712816052,0.05765846625276664,0.33829315215254097,10,Synthetic_Fallback
PB_023,31.985111950115456,75.0326477780526,Amritsar,0.724507122951685,0.23617356988288155,0.09295377076201385,0.13046059712816052,0.05765846625276664,0.33829315215254097,10,Synthetic_Fallback
PB_024,30.95254274343527,75.5925439766956,Ludhiana,0.724507122951685,0.23617356988288155,0.09295377076201385,0.13046059712816052,0.05765846625276664,0.33829315215254097,10,Synthetic_Fallback
PB_025,30.774487011496106,75.78000118919043,Ludhiana,0.724507122951685,0.23617356988288155,0.09295377076201385,0.13046059712816052,0.05765846625276664,0.33829315215254097,10,Synthetic_Fallback
PB_026,30.988318419206955,75.990162268939,Ludhiana,0.724507122951685,0.23617356988288155,0.09295377076201385,0.13046059712816052,0.05765846625276664,0.33829315215254097,10,Synthetic_Fallback
PB_027,31.397406388114046,75.77154919025978,Jalandhar,0.724507122951685,0.23617356988288155,0.09295377076201385,0.13046059712816052,0.05765846625276664,0.33829315215254097,10,Synthetic_Fallback
PB_028,31.508117371516605,74.82561814362232,Amritsar,0.724507122951685,0.23617356988288155,0.09295377076201385,0.13046059712816052,0.05765846625276664,0.33829315215254097,10,Synthetic_Fallback
PB_029,32.01876923678513,75.58171529682568,Gurdaspur,0.724507122951685,0.23617356988288155,0.09295377076201385,0.13046059712816052,0.05765846625276664,0.33829315215254097,10,Synthetic_Fallback
PB_030,30.8743401818094,75.79544250369706,Ludhiana,0.724507122951685,0.23617356988288155,0.09295377076201385,0.13046059712816052,0.05765846625276664,0.33829315215254097,10,Synthetic_Fallback
PB_031,31.520500809326077,75.63997747028631,Kapurthala,0.724507122951685,0.23617356988288155,0.09295377076201385,0.13046059712816052,0.05765846625276664,0.33829315215254097,10,Synthetic_Fallback
PB_032,30.693198481762952,76.8685299346838,Mohali,0.724507122951685,0.23617356988288155,0.09295377076201385,0.13046059712816052,0.05765846625276664,0.33829315215254097,10,Synthetic_Fallback
PB_033,30.200935573863195,76.50163122814809,Patiala,0.724507122951685,0.23617356988288155,0.09295377076201385,0.13046059712816052,0.05765846625276664,0.33829315215254097,10,Synthetic_Fallback
PB_034,31.209844438044,76.5799413792399,Mohali,0.724507122951685,0.23617356988288155,0.09295377076201385,0.13046059712816052,0.05765846625276664,0.33829315215254097,10,Synthetic_Fallback
PB_035,32.02141992126103,75.26216634921575,Gurdaspur,0.724507122951685,0.23617356988288155,0.09295377076201385,0.13046059712816052,0.05765846625276664,0.33829315215254097,10,Synthetic_Fallback
PB_036,31.339057060235728,75.53114889743011,Jalandhar,0.724507122951685,0.23617356988288155,0.09295377076201385,0.13046059712816052,0.05765846625276664,0.33829315215254097,10,Synthetic_Fallback
PB_037,30.480142126451288,75.0331034312595,Bathinda,0.724507122951685,0.23617356988288155,0.09295377076201385,0.13046059712816052,0.05765846625276664,0.33829315215254097,10,Synthetic_Fallback
PB_038,30.260837531948976,76.15974191937785,Patiala,0.724507122951685,0.23617356988288155,0.09295377076201385,0.13046059712816052,0.05765846625276664,0.33829315215254097,10,Synthetic_Fallback
PB_039,31.569438074901207,75.69955996154627,Jalandhar,0.724507122951685,0.23617356988288155,0.09295377076201385,0.13046059712816052,0.05765846625276664,0.33829315215254097,10,Synthetic_Fallback
PB_040,30.348310317655308,74.99531266644895,Bathinda,0.724507122951685,0.23617356988288155,0.09295377076201385,0.13046059712816052,0.05765846625276664,0.33829315215254097,10,Synthetic_Fallback
PB_041,30.14878530483918,74.73618886775913,Bathinda,0.724507122951685,0.23617356988288155,0.09295377076201385,0.13046059712816052,0.05765846625276664,0.33829315215254097,10,Synthetic_Fallback
PB_042,30.909779320032467,76.74433299409323,Mohali,0.724507122951685,0.23617356988288155,0.09295377076201385,0.13046059712816052,0.05765846625276664,0.33829315215254097,10,Synthetic_Fallback
PB_043,30.31961248772888,74.90763530445615,Bathinda,0.724507122951685,0.23617356988288155,0.09295377076201385,0.13046059712816052,0.05765846625276664,0.33829315215254097,10,Synthetic_Fallback
PB_044,30.842183777030176,75.63747275778019,Ludhiana,0.724507122951685,0.23617356988288155,0.09295377076201385,0.13046059712816052,0.05765846625276664,0.33829315215254097,10,Synthetic_Fallback
PB_045,30.008591504015047,74.79313908219478,Bathinda,0.724507122951685,0.23617356988288155,0.09295377076201385,0.13046059712816052,0.05765846625276664,0.33829315215254097,10,Synthetic_Fallback
PB_046,30.30572359286548,76.76982769158332,Mohali,0.724507122951685,0.23617356988288155,0.09295377076201385,0.13046059712816052,0.05765846625276664,0.33829315215254097,10,Synthetic_Fallback
PB_047,30.1765601307078,76.5212326482889,Patiala,0.724507122951685,0.23617356988288155,0.09295377076201385,0.13046059712816052,0.05765846625276664,0.33829315215254097,10,Synthetic_Fallback
PB_048,31.353807143250098,75.44160762852218,Kapurthala,0.724507122951685,0.23617356988288155,0.09295377076201385,0.13046059712816052,0.05765846625276664,0.33829315215254097,10,Synthetic_Fallback
PB_049,31.06426004954691,75.57056107961496,Kapurthala,0.724507122951685,0.23617356988288155,0.09295377076201385,0.13046059712816052,0.05765846625276664,0.33829315215254097,10,Synthetic_Fallback
PB_050,30.701217379323253,76.46697430670147,Mohali,0.724507122951685,0.23617356988288155,0.09295377076201385,0.13046059712816052,0.05765846625276664,0.33829315215254097,10,Synthetic_Fallback
