plot_id,year,crop_type,yield_kg_per_hectare,sowing_date,harvest_date,latitude,longitude,district,ndvi_mean,ndwi_mean,blue,green,red,nir,data_source,pH,organic_carbon,N_available,P_available,K_available,soil_health_status,data_source_soil,temperature,humidity,rainfall,wind_speed,data_source_weather,vegetation_health_score,soil_fertility_index,heat_stress,cold_stress,drought_risk,N_P_ratio,N_K_ratio,P_K_ratio,sowing_month,sowing_day_of_year,is_kharif,is_rabi,soil_pH_category,yield_potential_score,season
PB_002,2022,Rice,7035.0,2022-06-01,2022-10-22,31.21121798229296,75.42883532770341,Kapurthala,0.724507122951685,0.2361735698828815,0.0929537707620138,0.1304605971281605,0.0576584662527666,0.3382931521525409,Synthetic_Fallback,6.954260742093582,0.6926132020432724,137.97563071061694,17.69398700058982,243.6189444428484,Good,Punjab_Research_Model_Central,23.27,97,1.78,3.37,OpenWeatherMap,0.5780070570310439,0.591960781533824,0.0,0.0,0.0,7.380749259441745,0.5640431121345669,0.07233285647965731,6,152,1,0,Neutral,0.6890867825743949,Kharif
PB_002,2022,Cotton,458.0,2022-11-07,2023-4-03,31.21121798229296,75.42883532770341,Kapurthala,0.724507122951685,0.2361735698828815,0.0929537707620138,0.1304605971281605,0.0576584662527666,0.3382931521525409,Synthetic_Fallback,6.954260742093582,0.6926132020432724,137.97563071061694,17.69398700058982,243.6189444428484,Good,Punjab_Research_Model_Central,23.27,97,1.78,3.37,OpenWeatherMap,0.5780070570310439,0.591960781533824,0.0,0.0,0.0,7.380749259441745,0.5640431121345669,0.07233285647965731,11,311,0,1,Neutral,0.6890867825743949,Rabi
PB_002,2023,Wheat,5156.4,2023-11-02,2024-4-21,31.21121798229296,75.42883532770341,Kapurthala,0.724507122951685,0.2361735698828815,0.0929537707620138,0.1304605971281605,0.0576584662527666,0.3382931521525409,Synthetic_Fallback,6.954260742093582,0.6926132020432724,137.97563071061694,17.69398700058982,243.6189444428484,Good,Punjab_Research_Model_Central,23.27,97,1.78,3.37,OpenWeatherMap,0.5780070570310439,0.591960781533824,0.0,0.0,0.0,7.380749259441745,0.5640431121345669,0.07233285647965731,11,306,0,1,Neutral,0.6890867825743949,Rabi
PB_002,2023,Rice,6608.3,2023-06-12,2023-10-09,31.21121798229296,75.42883532770341,Kapurthala,0.724507122951685,0.2361735698828815,0.0929537707620138,0.1304605971281605,0.0576584662527666,0.3382931521525409,Synthetic_Fallback,6.954260742093582,0.6926132020432724,137.97563071061694,17.69398700058982,243.6189444428484,Good,Punjab_Research_Model_Central,23.27,97,1.78,3.37,OpenWeatherMap,0.5780070570310439,0.591960781533824,0.0,0.0,0.0,7.380749259441745,0.5640431121345669,0.07233285647965731,6,163,1,0,Neutral,0.6890867825743949,Kharif
PB_002,2023,Cotton,562.0,2023-11-10,2024-4-10,31.21121798229296,75.42883532770341,Kapurthala,0.724507122951685,0.2361735698828815,0.0929537707620138,0.1304605971281605,0.0576584662527666,0.3382931521525409,Synthetic_Fallback,6.954260742093582,0.6926132020432724,137.97563071061694,17.69398700058982,243.6189444428484,Good,Punjab_Research_Model_Central,23.27,97,1.78,3.37,OpenWeatherMap,0.5780070570310439,0.591960781533824,0.0,0.0,0.0,7.380749259441745,0.5640431121345669,0.07233285647965731,11,314,0,1,Neutral,0.6890867825743949,Rabi
PB_002,2024,Wheat,4811.4,2024-11-04,2025-4-01,31.21121798229296,75.42883532770341,Kapurthala,0.724507122951685,0.2361735698828815,0.0929537707620138,0.1304605971281605,0.0576584662527666,0.3382931521525409,Synthetic_Fallback,6.954260742093582,0.6926132020432724,137.97563071061694,17.69398700058982,243.6189444428484,Good,Punjab_Research_Model_Central,23.27,97,1.78,3.37,OpenWeatherMap,0.5780070570310439,0.591960781533824,0.0,0.0,0.0,7.380749259441745,0.5640431121345669,0.07233285647965731,11,309,0,1,Neutral,0.6890867825743949,Rabi
PB_002,2024,Rice,7069.4,2024-06-01,2024-10-13,31.21121798229296,75.42883532770341,Kapurthala,0.724507122951685,0.2361735698828815,0.0929537707620138,0.1304605971281605,0.0576584662527666,0.3382931521525409,Synthetic_Fallback,6.954260742093582,0.6926132020432724,137.97563071061694,17.69398700058982,243.6189444428484,Good,Punjab_Research_Model_Central,23.27,97,1.78,3.37,OpenWeatherMap,0.5780070570310439,0.591960781533824,0.0,0.0,0.0,7.380749259441745,0.5640431121345669,0.07233285647965731,6,153,1,0,Neutral,0.6890867825743949,Kharif
PB_002,2024,Cotton,621.1,2024-11-19,2025-4-06,31.21121798229296,75.42883532770341,Kapurthala,0.724507122951685,0.2361735698828815,0.0929537707620138,0.1304605971281605,0.0576584662527666,0.3382931521525409,Synthetic_Fallback,6.954260742093582,0.6926132020432724,137.97563071061694,17.69398700058982,243.6189444428484,Good,Punjab_Research_Model_Central,23.27,97,1.78,3.37,OpenWeatherMap,0.5780070570310439,0.591960781533824,0.0,0.0,0.0,7.380749259441745,0.5640431121345669,0.07233285647965731,11,324,0,1,Neutral,0.6890867825743949,Rabi
PB_003,2022,Wheat,6207.0,2022-11-13,2023-4-09,31.311806849715303,75.4366757849949,Jalandhar,0.724507122951685,0.2361735698828815,0.0929537707620138,0.1304605971281605,0.0576584662527666,0.3382931521525409,Synthetic_Fallback,7.386126381021193,0.823737524564498,154.56437273667086,16.90355556200425,296.00330106121186,Good,Punjab_Research_Model_Central,23.04,97,0.49,3.72,OpenWeatherMap,0.5780070570310439,0.6530949381825125,0.0,0.0,0.0,8.633166311651216,0.5204129791972091,0.05691369591383921,11,317,0,1,Neutral,0.7135404452338704,Rabi
PB_003,2022,Rice,5910.4,2022-06-12,2022-10-17,31.311806849715303,75.4366757849949,Jalandhar,0.724507122951685,0.2361735698828815,0.0929537707620138,0.1304605971281605,0.0576584662527666,0.3382931521525409,Synthetic_Fallback,7.386126381021193,0.823737524564498,154.56437273667086,16.90355556200425,296.00330106121186,Good,Punjab_Research_Model_Central,23.04,97,0.49,3.72,OpenWeatherMap,0.5780070570310439,0.6530949381825125,0.0,0.0,0.0,8.633166311651216,0.5204129791972091,0.05691369591383921,6,163,1,0,Neutral,0.7135404452338704,Kharif
PB_003,2022,Cotton,585.8,2022-11-12,2023-4-16,31.311806849715303,75.4366757849949,Jalandhar,0.724507122951685,0.2361735698828815,0.0929537707620138,0.1304605971281605,0.0576584662527666,0.3382931521525409,Synthetic_Fallback,7.386126381021193,0.823737524564498,154.56437273667086,16.90355556200425,296.00330106121186,Good,Punjab_Research_Model_Central,23.04,97,0.49,3.72,OpenWeatherMap,0.5780070570310439,0.6530949381825125,0.0,0.0,0.0,8.633166311651216,0.5204129791972091,0.05691369591383921,11,316,0,1,Neutral,0.7135404452338704,Rabi
PB_003,2023,Wheat,3932.3,2023-11-02,2024-4-05,31.311806849715303,75.4366757849949,Jalandhar,0.724507122951685,0.2361735698828815,0.0929537707620138,0.1304605971281605,0.0576584662527666,0.3382931521525409,Synthetic_Fallback,7.386126381021193,0.823737524564498,154.56437273667086,16.90355556200425,296.00330106121186,Good,Punjab_Research_Model_Central,23.04,97,0.49,3.72,OpenWeatherMap,0.5780070570310439,0.6530949381825125,0.0,0.0,0.0,8.633166311651216,0.5204129791972091,0.05691369591383921,11,306,0,1,Neutral,0.7135404452338704,Rabi
PB_003,2023,Rice,5924.3,2023-06-05,2023-10-09,31.311806849715303,75.4366757849949,Jalandhar,0.724507122951685,0.2361735698828815,0.0929537707620138,0.1304605971281605,0.0576584662527666,0.3382931521525409,Synthetic_Fallback,7.386126381021193,0.823737524564498,154.56437273667086,16.90355556200425,296.00330106121186,Good,Punjab_Research_Model_Central,23.04,97,0.49,3.72,OpenWeatherMap,0.5780070570310439,0.6530949381825125,0.0,0.0,0.0,8.633166311651216,0.5204129791972091,0.05691369591383921,6,156,1,0,Neutral,0.7135404452338704,Kharif
PB_003,2023,Cotton,482.1,2023-11-15,2024-4-19,31.311806849715303,75.4366757849949,Jalandhar,0.724507122951685,0.2361735698828815,0.0929537707620138,0.1304605971281605,0.0576584662527666,0.3382931521525409,Synthetic_Fallback,7.386126381021193,0.823737524564498,154.56437273667086,16.90355556200425,296.00330106121186,Good,Punjab_Research_Model_Central,23.04,97,0.49,3.72,OpenWeatherMap,0.5780070570310439,0.6530949381825125,0.0,0.0,0.0,8.633166311651216,0.5204129791972091,0.05691369591383921,11,319,0,1,Neutral,0.7135404452338704,Rabi
PB_003,2024,Wheat,4889.5,2024-11-03,2025-4-10,31.311806849715303,75.4366757849949,Jalandhar,0.724507122951685,0.2361735698828815,0.0929537707620138,0.1304605971281605,0.0576584662527666,0.3382931521525409,Synthetic_Fallback,7.386126381021193,0.823737524564498,154.56437273667086,16.90355556200425,296.00330106121186,Good,Punjab_Research_Model_Central,23.04,97,0.49,3.72,OpenWeatherMap,0.5780070570310439,0.6530949381825125,0.0,0.0,0.0,8.633166311651216,0.5204129791972091,0.05691369591383921,11,308,0,1,Neutral,0.7135404452338704,Rabi
PB_003,2024,Rice,5886.6,2024-06-18,2024-10-09,31.311806849715303,75.4366757849949,Jalandhar,0.724507122951685,0.2361735698828815,0.0929537707620138,0.1304605971281605,0.0576584662527666,0.3382931521525409,Synthetic_Fallback,7.386126381021193,0.823737524564498,154.56437273667086,16.90355556200425,296.00330106121186,Good,Punjab_Research_Model_Central,23.04,97,0.49,3.72,OpenWeatherMap,0.5780070570310439,0.6530949381825125,0.0,0.0,0.0,8.633166311651216,0.5204129791972091,0.05691369591383921,6,170,1,0,Neutral,0.7135404452338704,Kharif
PB_003,2024,Cotton,457.3,2024-11-11,2025-4-02,31.311806849715303,75.4366757849949,Jalandhar,0.724507122951685,0.2361735698828815,0.0929537707620138,0.1304605971281605,0.0576584662527666,0.3382931521525409,Synthetic_Fallback,7.386126381021193,0.823737524564498,154.56437273667086,16.90355556200425,296.00330106121186,Good,Punjab_Research_Model_Central,23.04,97,0.49,3.72,OpenWeatherMap,0.5780070570310439,0.6530949381825125,0.0,0.0,0.0,8.633166311651216,0.5204129791972091,0.05691369591383921,11,316,0,1,Neutral,0.7135404452338704,Rabi
PB_004,2022,Wheat,3659.8,2022-11-19,2023-4-03,30.57788192232611,76.49911520937293,Patiala,0.724507122951685,0.2361735698828815,0.0929537707620138,0.1304605971281605,0.0576584662527666,0.3382931521525409,Synthetic_Fallback,8.382090393215666,0.366355432592001,127.419712545718,11.409884409317346,191.28909052914665,Poor,Punjab_Research_Model_Southern,23.21,96,0.0,3.33,OpenWeatherMap,0.5780070570310439,0.38806072967569183,0.0,0.0,0.0,10.267598661116555,0.6626466025455775,0.059337138565268045,11,323,0,1,Slightly_Alkaline,0.6075267618311422,Rabi
PB_004,2022,Rice,4280.5,2022-06-10,2022-10-21,30.57788192232611,76.49911520937293,Patiala,0.724507122951685,0.2361735698828815,0.0929537707620138,0.1304605971281605,0.0576584662527666,0.3382931521525409,Synthetic_Fallback,8.382090393215666,0.366355432592001,127.419712545718,11.409884409317346,191.28909052914665,Poor,Punjab_Research_Model_Southern,23.21,96,0.0,3.33,OpenWeatherMap,0.5780070570310439,0.38806072967569183,0.0,0.0,0.0,10.267598661116555,0.6626466025455775,0.059337138565268045,6,161,1,0,Slightly_Alkaline,0.6075267618311422,Kharif
PB_004,2022,Cotton,458.2,2022-11-01,2023-4-01,30.57788192232611,76.49911520937293,Patiala,0.724507122951685,0.2361735698828815,0.0929537707620138,0.1304605971281605,0.0576584662527666,0.3382931521525409,Synthetic_Fallback,8.382090393215666,0.366355432592001,127.419712545718,11.409884409317346,191.28909052914665,Poor,Punjab_Research_Model_Southern,23.21,96,0.0,3.33,OpenWeatherMap,0.5780070570310439,0.38806072967569183,0.0,0.0,0.0,10.267598661116555,0.6626466025455775,0.059337138565268045,11,305,0,1,Slightly_Alkaline,0.6075267618311422,Rabi
PB_004,2023,Wheat,4456.3,2023-11-04,2024-4-18,30.57788192232611,76.49911520937293,Patiala,0.724507122951685,0.2361735698828815,0.0929537707620138,0.1304605971281605,0.0576584662527666,0.3382931521525409,Synthetic_Fallback,8.382090393215666,0.366355432592001,127.419712545718,11.409884409317346,191.28909052914665,Poor,Punjab_Research_Model_Southern,23.21,96,0.0,3.33,OpenWeatherMap,0.5780070570310439,0.38806072967569183,0.0,0.0,0.0,10.267598661116555,0.6626466025455775,0.059337138565268045,11,308,0,1,Slightly_Alkaline,0.6075267618311422,Rabi
PB_004,2023,Rice,4283.2,2023-06-04,2023-10-09,30.57788192232611,76.49911520937293,Patiala,0.724507122951685,0.2361735698828815,0.0929537707620138,0.1304605971281605,0.0576584662527666,0.3382931521525409,Synthetic_Fallback,8.382090393215666,0.366355432592001,127.419712545718,11.409884409317346,191.28909052914665,Poor,Punjab_Research_Model_Southern,23.21,96,0.0,3.33,OpenWeatherMap,0.5780070570310439,0.38806072967569183,0.0,0.0,0.0,10.267598661116555,0.6626466025455775,0.059337138565268045,6,155,1,0,Slightly_Alkaline,0.6075267618311422,Kharif
PB_004,2023,Cotton,376.6,2023-11-15,2024-4-11,30.57788192232611,76.49911520937293,Patiala,0.724507122951685,0.2361735698828815,0.0929537707620138,0.1304605971281605,0.0576584662527666,0.3382931521525409,Synthetic_Fallback,8.382090393215666,0.366355432592001,127.419712545718,11.409884409317346,191.28909052914665,Poor,Punjab_Research_Model_Southern,23.21,96,0.0,3.33,OpenWeatherMap,0.5780070570310439,0.38806072967569183,0.0,0.0,0.0,10.267598661116555,0.6626466025455775,0.059337138565268045,11,319,0,1,Slightly_Alkaline,0.6075267618311422,Rabi
PB_004,2024,Wheat,3414.1,2024-11-10,2025-4-11,30.57788192232611,76.49911520937293,Patiala,0.724507122951685,0.2361735698828815,0.0929537707620138,0.1304605971281605,0.0576584662527666,0.3382931521525409,Synthetic_Fallback,8.382090393215666,0.366355432592001,127.419712545718,11.409884409317346,191.28909052914665,Poor,Punjab_Research_Model_Southern,23.21,96,0.0,3.33,OpenWeatherMap,0.5780070570310439,0.38806072967569183,0.0,0.0,0.0,10.267598661116555,0.6626466025455775,0.059337138565268045,11,315,0,1,Slightly_Alkaline,0.6075267618311422,Rabi
PB_004,2024,Rice,3900.2,2024-06-10,2024-10-14,30.57788192232611,76.49911520937293,Patiala,0.724507122951685,0.2361735698828815,0.0929537707620138,0.1304605971281605,0.0576584662527666,0.3382931521525409,Synthetic_Fallback,8.382090393215666,0.366355432592001,127.419712545718,11.409884409317346,191.28909052914665,Poor,Punjab_Research_Model_Southern,23.21,96,0.0,3.33,OpenWeatherMap,0.5780070570310439,0.38806072967569183,0.0,0.0,0.0,10.267598661116555,0.6626466025455775,0.059337138565268045,6,162,1,0,Slightly_Alkaline,0.6075267618311422,Kharif
PB_004,2024,Cotton,467.2,2024-11-02,2025-4-06,30.57788192232611,76.49911520937293,Patiala,0.724507122951685,0.2361735698828815,0.0929537707620138,0.1304605971281605,0.0576584662527666,0.3382931521525409,Synthetic_Fallback,8.382090393215666,0.366355432592001,127.419712545718,11.409884409317346,191.28909052914665,Poor,Punjab_Research_Model_Southern,23.21,96,0.0,3.33,OpenWeatherMap,0.5780070570310439,0.38806072967569183,0.0,0.0,0.0,10.267598661116555,0.6626466025455775,0.059337138565268045,11,307,0,1,Slightly_Alkaline,0.6075267618311422,Rabi
PB_005,2022,Wheat,3701.1,2022-11-08,2023-4-02,30.71597477183236,76.69407252475145,Mohali,0.724507122951685,0.2361735698828815,0.0929537707620138,0.1304605971281605,0.0576584662527666,0.3382931521525409,Synthetic_Fallback,8.191166686998862,0.5727779910214064,107.62836532919248,10.668656187627809,172.29461508756296,Poor,Punjab_Research_Model_Southern,23.17,94,0.0,2.03,OpenWeatherMap,0.5780070570310439,0.4434261236140331,0.0,0.0,0.0,9.223715533182823,0.6210716084559789,0.06156369130245109,11,312,0,1,Slightly_Alkaline,0.6296729194064786,Rabi
PB_005,2022,Rice,4801.5,2022-06-14,2022-10-09,30.71597477183236,76.69407252475145,Mohali,0.724507122951685,0.2361735698828815,0.0929537707620138,0.1304605971281605,0.0576584662527666,0.3382931521525409,Synthetic_Fallback,8.191166686998862,0.5727779910214064,107.62836532919248,10.668656187627809,172.29461508756296,Poor,Punjab_Research_Model_Southern,23.17,94,0.0,2.03,OpenWeatherMap,0.5780070570310439,0.4434261236140331,0.0,0.0,0.0,9.223715533182823,0.6210716084559789,0.06156369130245109,6,165,1,0,Slightly_Alkaline,0.6296729194064786,Kharif
PB_005,2022,Cotton,440.8,2022-11-03,2023-4-07,30.71597477183236,76.69407252475145,Mohali,0.724507122951685,0.2361735698828815,0.0929537707620138,0.1304605971281605,0.0576584662527666,0.3382931521525409,Synthetic_Fallback,8.191166686998862,0.5727779910214064,107.62836532919248,10.668656187627809,172.29461508756296,Poor,Punjab_Research_Model_Southern,23.17,94,0.0,2.03,OpenWeatherMap,0.5780070570310439,0.4434261236140331,0.0,0.0,0.0,9.223715533182823,0.6210716084559789,0.06156369130245109,11,307,0,1,Slightly_Alkaline,0.6296729194064786,Rabi
PB_005,2023,Wheat,3813.3,2023-11-13,2024-4-12,30.71597477183236,76.69407252475145,Mohali,0.724507122951685,0.2361735698828815,0.0929537707620138,0.1304605971281605,0.0576584662527666,0.3382931521525409,Synthetic_Fallback,8.191166686998862,0.5727779910214064,107.62836532919248,10.668656187627809,172.29461508756296,Poor,Punjab_Research_Model_Southern,23.17,94,0.0,2.03,OpenWeatherMap,0.5780070570310439,0.4434261236140331,0.0,0.0,0.0,9.223715533182823,0.6210716084559789,0.06156369130245109,11,317,0,1,Slightly_Alkaline,0.6296729194064786,Rabi
PB_005,2023,Rice,4354.0,2023-06-12,2023-10-24,30.71597477183236,76.69407252475145,Mohali,0.724507122951685,0.2361735698828815,0.0929537707620138,0.1304605971281605,0.0576584662527666,0.3382931521525409,Synthetic_Fallback,8.191166686998862,0.5727779910214064,107.62836532919248,10.668656187627809,172.29461508756296,Poor,Punjab_Research_Model_Southern,23.17,94,0.0,2.03,OpenWeatherMap,0.5780070570310439,0.4434261236140331,0.0,0.0,0.0,9.223715533182823,0.6210716084559789,0.06156369130245109,6,163,1,0,Slightly_Alkaline,0.6296729194064786,Kharif
PB_005,2023,Cotton,497.3,2023-11-18,2024-4-22,30.71597477183236,76.69407252475145,Mohali,0.724507122951685,0.2361735698828815,0.0929537707620138,0.1304605971281605,0.0576584662527666,0.3382931521525409,Synthetic_Fallback,8.191166686998862,0.5727779910214064,107.62836532919248,10.668656187627809,172.29461508756296,Poor,Punjab_Research_Model_Southern,23.17,94,0.0,2.03,OpenWeatherMap,0.5780070570310439,0.4434261236140331,0.0,0.0,0.0,9.223715533182823,0.6210716084559789,0.06156369130245109,11,322,0,1,Slightly_Alkaline,0.6296729194064786,Rabi
PB_005,2024,Wheat,2947.3,2024-11-06,2025-4-24,30.71597477183236,76.69407252475145,Mohali,0.724507122951685,0.2361735698828815,0.0929537707620138,0.1304605971281605,0.0576584662527666,0.3382931521525409,Synthetic_Fallback,8.191166686998862,0.5727779910214064,107.62836532919248,10.668656187627809,172.29461508756296,Poor,Punjab_Research_Model_Southern,23.17,94,0.0,2.03,OpenWeatherMap,0.5780070570310439,0.4434261236140331,0.0,0.0,0.0,9.223715533182823,0.6210716084559789,0.06156369130245109,11,311,0,1,Slightly_Alkaline,0.6296729194064786,Rabi
PB_005,2024,Rice,4221.8,2024-06-05,2024-10-07,30.71597477183236,76.69407252475145,Mohali,0.724507122951685,0.2361735698828815,0.0929537707620138,0.1304605971281605,0.0576584662527666,0.3382931521525409,Synthetic_Fallback,8.191166686998862,0.5727779910214064,107.62836532919248,10.668656187627809,172.29461508756296,Poor,Punjab_Research_Model_Southern,23.17,94,0.0,2.03,OpenWeatherMap,0.5780070570310439,0.4434261236140331,0.0,0.0,0.0,9.223715533182823,0.6210716084559789,0.06156369130245109,6,157,1,0,Slightly_Alkaline,0.6296729194064786,Kharif
PB_005,2024,Cotton,404.5,2024-11-11,2025-4-16,30.71597477183236,76.69407252475145,Mohali,0.724507122951685,0.2361735698828815,0.0929537707620138,0.1304605971281605,0.0576584662527666,0.3382931521525409,Synthetic_Fallback,8.191166686998862,0.5727779910214064,107.62836532919248,10.668656187627809,172.29461508756296,Poor,Punjab_Research_Model_Southern,23.17,94,0.0,2.03,OpenWeatherMap,0.5780070570310439,0.4434261236140331,0.0,0.0,0.0,9.223715533182823,0.6210716084559789,0.06156369130245109,11,316,0,1,Slightly_Alkaline,0.6296729194064786,Rabi
PB_006,2022,Wheat,3900.3,2022-11-06,2023-4-14,30.616868279896472,76.63922452892328,Mohali,0.724507122951685,0.2361735698828815,0.0929537707620138,0.1304605971281605,0.0576584662527666,0.3382931521525409,Synthetic_Fallback,8.131290878489102,0.3674831205713872,48.90920176068896,0.8934268519086057,94.19373307182502,Poor,Punjab_Research_Model_Southern,23.2,95,0.0,2.82,OpenWeatherMap,0.5780070570310439,0.20483671850832988,0.0,0.0,0.0,25.8310489847483,0.5137859413895058,0.009385353668549824,11,310,0,1,Slightly_Alkaline,0.5342371573641973,Rabi
PB_006,2022,Rice,4546.1,2022-06-01,2022-10-11,30.616868279896472,76.63922452892328,Mohali,0.724507122951685,0.2361735698828815,0.0929537707620138,0.1304605971281605,0.0576584662527666,0.3382931521525409,Synthetic_Fallback,8.131290878489102,0.3674831205713872,48.90920176068896,0.8934268519086057,94.19373307182502,Poor,Punjab_Research_Model_Southern,23.2,95,0.0,2.82,OpenWeatherMap,0.5780070570310439,0.20483671850832988,0.0,0.0,0.0,25.8310489847483,0.5137859413895058,0.009385353668549824,6,152,1,0,Slightly_Alkaline,0.5342371573641973,Kharif
